Project,instance,module,cell_count,cell_area_um2,net_area_um2,total_area_um2,area_percent
Conv3x3stream-if-ifn9-18mac,multip9,Multip_355,598,626.85,246.514,873.364,2.623
Conv3x3stream-if-ifn9-18mac,multip10,Multip_354,600,626.976,246.281,873.257,2.623
Conv3x3stream-if-ifn9-18mac,multip11,Multip_353,600,627.858,246.281,874.139,2.625
Conv3x3stream-if-ifn9-18mac,multip12,Multip_352,597,625.716,245.893,871.609,2.618
Conv3x3stream-if-ifn9-18mac,multip13,Multip_351,597,625.716,245.893,871.609,2.618
Conv3x3stream-if-ifn9-18mac,multip14,Multip_350,597,625.716,245.893,871.609,2.618
Conv3x3stream-if-ifn9-18mac,multip15,Multip_349,596,625.59,245.518,871.108,2.616
Conv3x3stream-if-ifn9-18mac,multip16,Multip_348,597,625.716,245.77,871.486,2.618
Conv3x3stream-if-ifn9-18mac,multip17,Multip_347,597,625.716,245.77,871.486,2.618
Conv3x3stream-if-ifn9-18mac,trf,Transform,1974,2904.552,680.049,3584.601,10.766
Conv3x3stream-if-ifn9-18mac,matrix_c0,MatrixC0,894,1321.488,293.523,1615.011,4.851
Conv3x3stream-if-ifn9-18mac,csa_n0,CSA_2,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n1,CSA_2_342,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n2,CSA_2_341,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n6,CSA_2_340,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n7,CSA_2_339,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n8,CSA_2_338,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n12,CSA_2_337,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n13,CSA_2_336,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n14,CSA_2_335,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n18,CSA_2_334,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n19,CSA_2_333,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n20,CSA_2_332,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n24,CSA_2_331,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n25,CSA_2_330,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n26,CSA_2_329,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,matrix_c1,MatrixC1,1080,1583.064,356.256,1939.32,5.825
Conv3x3stream-if-ifn9-18mac,csa_n0,CSA_2_328,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n1,CSA_2_327,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n2,CSA_2_326,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n3,CSA_2_325,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n4,CSA_2_324,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n5,CSA_2_323,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n6,CSA_2_322,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n7,CSA_2_321,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n8,CSA_2_320,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n9,CSA_2_319,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n10,CSA_2_318,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n11,CSA_2_317,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n12,CSA_2_316,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n13,CSA_2_315,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n14,CSA_2_314,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n15,CSA_2_313,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n16,CSA_2_312,20,41.958,4.793,46.751,0.14
Conv3x3stream-if-ifn9-18mac,csa_n17,CSA_2_311,20,41.958,4.793,46.751,0.14
Conv3x3stream-tc-tcn9-05mac,Conv,Conv,11782,15624.882,5502.475,21127.357,100.0
Conv3x3stream-tc-tcn9-05mac,inverse_row,InverseRow,175,332.892,66.342,399.234,1.89
Conv3x3stream-tc-tcn9-05mac,inverse_row_acc,InverseRowAccumulate,944,807.156,345.965,1153.121,5.458
Conv3x3stream-tc-tcn9-05mac,inverse_row_capture,InverseRowAccumulate_2,60,125.874,14.378,140.252,0.664
Conv3x3stream-tc-tcn9-05mac,inverse_row_current,InverseRow_373,175,332.892,66.342,399.234,1.89
Conv3x3stream-tc-tcn9-05mac,multip0,Multip,597,625.842,245.77,871.612,4.126
Conv3x3stream-tc-tcn9-05mac,multip1,Multip_377,597,625.968,245.77,871.738,4.126
Conv3x3stream-tc-tcn9-05mac,multip2,Multip_376,597,625.968,245.77,871.738,4.126
Conv3x3stream-tc-tcn9-05mac,multip3,Multip_375,598,626.598,246.145,872.743,4.131
Conv3x3stream-tc-tcn9-05mac,multip4,Multip_374,597,625.968,245.893,871.861,4.127
Conv3x3stream-tc-tcn9-05mac,trf,Transform,3249,5038.992,1390.852,6429.844,30.434
Conv3x3stream-tc-tcn9-05mac,matrix_c0,MatrixC0,1614,2507.022,557.358,3064.38,14.504
Conv3x3stream-tc-tcn9-05mac,csa_n0,CSA_2_69_354,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_n1,CSA_2_330,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_n2,CSA_2_64_345,19,37.926,4.411,42.337,0.2
Conv3x3stream-tc-tcn9-05mac,csa_n4,CSA_2_69_355,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_n5,CSA_2_69_356,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n6,CSA_2_329,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n7,CSA_2_64_346,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n9,CSA_2_69_357,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n10,CSA_2_69_358,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n11,CSA_2_328,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n12,CSA_2_64_347,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n14,CSA_2_69_359,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n15,CSA_2_69_360,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n16,CSA_2_327,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n17,CSA_2_64_348,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n19,CSA_2_69_361,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n20,CSA_2_69_362,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n21,CSA_2_326,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n22,CSA_2_64_349,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n24,CSA_2_69_363,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p0,CSA_2,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_p2,CSA_2_344,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_p4,CSA_2_343,18,37.674,4.288,41.962,0.199
Conv3x3stream-tc-tcn9-05mac,csa_p5,CSA_2_342,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p7,CSA_2_341,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p9,CSA_2_340,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p10,CSA_2_339,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p12,CSA_2_338,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p14,CSA_2_337,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p15,CSA_2_336,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p17,CSA_2_335,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p19,CSA_2_334,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p20,CSA_2_333,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p22,CSA_2_332,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p24,CSA_2_331,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,matrix_c1,MatrixC1,1635,2531.97,566.141,3098.111,14.664
Conv3x3stream-tc-tcn9-05mac,csa_n0,CSA_2_69_364,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n1,CSA_2_69_365,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n2,CSA_2_69_366,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n3,CSA_2_69_367,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n4,CSA_2_69_368,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n5,CSA_2_310,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n6,CSA_2_309,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n7,CSA_2_308,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n8,CSA_2_307,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n9,CSA_2_306,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n10,CSA_2_64_350,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n11,CSA_2_64_351,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n12,CSA_2_64_352,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n13,CSA_2_64_353,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n14,CSA_2_64,20,40.068,4.663,44.731,0.212
Conv3x3stream-tc-tcn9-05mac,csa_n20,CSA_2_69_369,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n21,CSA_2_69_370,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n22,CSA_2_69_371,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n23,CSA_2_69_372,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_n24,CSA_2_69,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p0,CSA_2_325,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p1,CSA_2_324,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p2,CSA_2_323,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p3,CSA_2_322,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p4,CSA_2_321,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p10,CSA_2_320,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p11,CSA_2_319,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p12,CSA_2_318,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p13,CSA_2_317,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p14,CSA_2_316,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p20,CSA_2_315,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p21,CSA_2_314,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p22,CSA_2_313,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p23,CSA_2_312,19,39.816,4.541,44.357,0.21
Conv3x3stream-tc-tcn9-05mac,csa_p24,CSA_2_311,19,39.816,4.541,44.357,0.21
Conv3x3stream21-ifn9-06mac,Conv,Conv,11220,14619.528,5344.799,19964.327,100.0
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[0].multip,Multip,575,600.894,240.369,841.263,4.214
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[1].multip,Multip_344,575,600.894,240.369,841.263,4.214
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[2].multip,Multip_343,575,600.894,240.369,841.263,4.214
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[3].multip,Multip_342,575,600.768,240.246,841.014,4.213
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[4].multip,Multip_341,575,600.894,240.123,841.017,4.213
Conv3x3stream21-ifn9-06mac,MULTIP_BLOCK[5].multip,Multip_340,568,597.114,237.982,835.096,4.183
Conv3x3stream21-ifn9-06mac,inverse_row,InverseRow,117,246.834,42.378,289.212,1.449
Conv3x3stream21-ifn9-06mac,inverse_row_acc,InverseRowAccumulate,556,625.842,204.465,830.307,4.159
Conv3x3stream21-ifn9-06mac,inverse_row_capture,InverseRowAccumulate_2,120,251.748,28.757,280.505,1.405
Conv3x3stream21-ifn9-06mac,inverse_row_current,InverseRow_339,117,246.834,42.378,289.212,1.449
Conv3x3stream21-ifn9-06mac,trf,Transform,1974,2903.796,680.417,3584.213,17.953
Conv3x3stream21-ifn9-06mac,matrix_c0,MatrixC0,894,1320.732,293.892,1614.624,8.088
Conv3x3stream21-ifn9-06mac,csa_n0,CSA_2,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n1,CSA_2_338,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n2,CSA_2_337,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n6,CSA_2_336,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n7,CSA_2_335,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n8,CSA_2_334,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n12,CSA_2_333,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n13,CSA_2_332,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n14,CSA_2_331,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n18,CSA_2_330,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n19,CSA_2_329,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n20,CSA_2_328,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n24,CSA_2_327,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n25,CSA_2_326,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n26,CSA_2_325,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,matrix_c1,MatrixC1,1080,1583.064,356.256,1939.32,9.714
Conv3x3stream21-ifn9-06mac,csa_n0,CSA_2_324,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n1,CSA_2_323,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n2,CSA_2_322,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n3,CSA_2_321,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n4,CSA_2_320,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n5,CSA_2_319,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n6,CSA_2_318,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n7,CSA_2_317,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n8,CSA_2_316,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n9,CSA_2_315,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n10,CSA_2_314,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n11,CSA_2_313,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n12,CSA_2_312,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n13,CSA_2_311,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n14,CSA_2_310,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n15,CSA_2_309,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n16,CSA_2_308,20,41.958,4.793,46.751,0.234
Conv3x3stream21-ifn9-06mac,csa_n17,CSA_2_307,20,41.958,4.793,46.751,0.234
Conv4x4-tcn16-18mac,Conv,Conv,23947,33446.196,12446.266,45892.462,100.0
Conv4x4-tcn16-18mac,MULTIP_BLOCK[0].multip,Multip,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[1].multip,Multip_437,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[2].multip,Multip_436,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[3].multip,Multip_435,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[4].multip,Multip_434,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[5].multip,Multip_433,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[6].multip,Multip_432,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[7].multip,Multip_431,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[8].multip,Multip_430,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[9].multip,Multip_429,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[10].multip,Multip_428,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[11].multip,Multip_427,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[12].multip,Multip_426,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[13].multip,Multip_425,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[14].multip,Multip_424,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[15].multip,Multip_423,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[16].multip,Multip_422,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,MULTIP_BLOCK[17].multip,Multip_421,565,604.422,236.378,840.8,1.832
Conv4x4-tcn16-18mac,inv,Inverse,3023,5617.08,1439.278,7056.358,15.376
Conv4x4-tcn16-18mac,matrix_a0,MatrixA0,1214,2246.58,489.295,2735.875,5.961
Conv4x4-tcn16-18mac,matrix_a1,MatrixA1,1809,3370.5,728.746,4099.246,8.932
Conv4x4-tcn16-18mac,trf,Transform,4878,8540.028,2351.65,10891.678,23.733
Conv4x4-tcn16-18mac,matrix_c0,MatrixC0,2406,4207.14,993.674,5200.814,11.333
Conv4x4-tcn16-18mac,matrix_c1,MatrixC1,2472,4332.888,1031.99,5364.878,11.69
Conv4x4stream28-tcn16-06mac,Conv,Conv,16564,25224.318,7987.41,33211.728,100.0
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[0].multip,Multip,596,625.842,245.641,871.483,2.624
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[1].multip,Multip_472,600,627.606,247.387,874.993,2.635
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[2].multip,Multip_471,598,626.724,246.145,872.869,2.628
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[3].multip,Multip_470,596,625.968,245.763,871.731,2.625
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[4].multip,Multip_469,596,625.842,245.641,871.483,2.624
Conv4x4stream28-tcn16-06mac,MULTIP_BLOCK[5].multip,Multip_468,597,626.598,245.77,872.368,2.627
Conv4x4stream28-tcn16-06mac,inverse_row,InverseRow,300,561.456,121.352,682.808,2.056
Conv4x4stream28-tcn16-06mac,inverse_row_acc,InverseRowAccumulate,1649,1632.96,632.632,2265.592,6.822
Conv4x4stream28-tcn16-06mac,inverse_row_capture,InverseRowAccumulate_2,80,167.832,19.171,187.003,0.563
Conv4x4stream28-tcn16-06mac,inverse_row_current,InverseRow_467,315,564.732,124.385,689.117,2.075
Conv4x4stream28-tcn16-06mac,trf,Transform,4855,8535.492,2344.936,10880.428,32.761
Conv4x4stream28-tcn16-06mac,matrix_c0,MatrixC0,2406,4207.14,993.674,5200.814,15.66
Conv4x4stream28-tcn16-06mac,matrix_c1,MatrixC1,2449,4328.352,1027.734,5356.086,16.127
